Country,EdLevel,YearsCodePro,Employment,Salary,UndergradMajor
23,2,22.0,2,61870.0,5
36,0,9.0,0,110000.0,6
21,0,19.0,2,82764.0,6
28,0,5.0,1,8244.0,6
36,1,8.0,0,17500.0,6
14,0,2.0,0,4368.0,6
34,2,2.0,0,48120.0,5
36,2,14.0,0,124000.0,6
36,0,0.5,0,68000.0,6
25,1,2.0,0,27252.0,6
25,1,20.0,0,27252.0,6
36,0,2.0,0,75000.0,6
36,1,4.0,0,46000.0,6
36,2,5.0,0,92000.0,4
14,0,3.0,0,5040.0,6
36,2,5.0,2,11208.0,6
36,2,15.0,0,150000.0,6
20,2,2.0,0,48121.0,5
36,0,2.0,0,57000.0,10
35,0,7.0,0,85051.0,9
23,1,2.0,0,8364.0,6
36,0,12.0,0,140000.0,3
14,0,1.0,0,2688.0,6
36,1,8.0,0,105000.0,6
35,0,10.0,2,109912.0,6
35,2,6.0,0,41871.0,6
23,2,0.5,0,40872.0,9
14,0,11.0,0,26586.0,5
36,1,34.0,0,135000.0,6
23,0,2.0,0,1355.0,6
36,0,16.0,0,170000.0,4
35,1,3.0,0,27478.0,6
36,2,3.0,0,130000.0,2
33,0,4.0,0,12672.0,10
36,3,25.0,0,213440.0,3
36,1,3.0,0,70000.0,9
13,1,20.0,0,28584.0,6
23,1,3.0,0,15600.0,10
12,3,4.0,0,37810.0,5
36,0,5.0,0,180000.0,6
30,2,6.0,0,34372.0,6
36,0,6.0,0,32000.0,6
30,0,6.0,0,45830.0,6
36,1,30.0,0,175000.0,9
11,2,12.0,0,85931.0,6
25,2,2.0,0,14592.0,6
20,2,5.0,0,71036.0,6
6,0,29.0,0,80919.0,6
10,2,5.0,0,31764.0,6
11,0,4.0,0,54312.0,6
11,2,2.0,0,68745.0,6
36,2,14.0,0,125000.0,6
32,2,6.0,0,120556.0,6
11,2,5.0,0,68745.0,6
23,3,7.0,0,11652.0,3
36,2,14.0,0,140000.0,6
31,0,2.0,0,39768.0,5
14,0,0.5,1,2520.0,6
1,2,10.0,0,43518.0,6
23,3,4.0,0,55235.0,6
36,0,10.0,0,80000.0,0
29,0,2.0,0,13704.0,6
6,1,7.0,0,76339.0,5
18,0,23.0,0,34372.0,6
4,0,11.0,0,18036.0,6
15,1,18.0,0,35625.0,5
36,0,2.0,0,70000.0,6
11,2,12.0,0,103117.0,6
36,0,40.0,0,106000.0,6
22,2,13.0,0,77022.0,6
10,2,2.0,0,34368.0,5
36,1,18.0,0,110000.0,5
27,0,2.0,0,26940.0,6
36,2,19.0,0,220000.0,6
28,2,2.0,0,10272.0,6
10,3,4.0,2,114550.0,10
14,1,10.0,0,10080.0,6
36,0,6.0,0,67500.0,10
36,2,21.0,0,140000.0,6
31,2,12.0,0,79536.0,6
36,0,0.5,0,40000.0,3
36,0,6.0,0,85000.0,5
36,1,5.0,0,31200.0,6
14,2,6.0,0,12594.0,5
36,0,8.0,0,105000.0,2
14,2,3.0,0,5040.0,6
28,2,8.0,0,27504.0,6
36,0,5.0,0,98000.0,6
34,2,2.0,0,18000.0,5
36,0,27.0,0,230000.0,2
36,0,15.0,0,135000.0,6
18,0,3.0,0,32081.0,6
12,1,4.0,0,19478.0,6
6,0,8.0,0,87789.0,6
5,2,26.0,0,54996.0,6
23,0,4.0,0,16272.0,6
36,0,2.0,0,22000.0,9
33,0,3.0,0,24192.0,6
16,1,6.0,0,60725.0,6
14,0,14.0,0,33583.0,6
10,2,5.0,0,33227.0,6
1,2,24.0,0,94289.0,6
35,3,17.0,0,209356.0,3
36,2,20.0,0,160000.0,4
35,0,5.0,0,68041.0,6
25,0,8.0,0,34464.0,6
11,3,30.0,0,108846.0,6
36,0,3.0,0,145000.0,6
35,0,27.0,0,78508.0,6
25,2,27.0,2,38472.0,6
36,0,7.0,0,160000.0,9
36,0,29.0,0,140000.0,6
14,0,3.0,0,3360.0,6
0,0,3.0,0,8076.0,6
2,1,9.0,0,56142.0,6
23,0,6.0,2,57744.0,6
25,0,3.0,0,16668.0,2
35,0,5.0,0,38018.0,6
35,1,19.0,0,94864.0,6
36,1,25.0,0,100000.0,6
31,2,12.0,0,60312.0,9
36,3,10.0,0,167000.0,6
31,0,8.0,0,66804.0,6
11,0,0.5,0,43992.0,6
11,2,15.0,2,114575.0,4
36,0,11.0,0,147500.0,6
36,0,5.0,2,84000.0,6
36,1,4.0,0,60000.0,6
26,0,2.0,0,12372.0,6
20,1,3.0,0,36612.0,6
23,2,2.0,0,14496.0,5
11,2,20.0,2,229150.0,6
27,1,4.0,0,18792.0,6
34,1,3.0,0,30650.0,6
23,2,22.0,0,46440.0,6
35,2,15.0,0,49722.0,10
36,3,18.0,0,200000.0,5
27,0,4.0,0,28920.0,6
35,0,8.0,0,104678.0,6
23,0,4.0,0,14232.0,6
35,0,4.0,0,52339.0,6
36,0,1.0,0,30000.0,6
14,0,1.0,0,1679.0,6
32,2,3.0,0,110509.0,3
14,2,2.0,0,6717.0,6
35,1,7.0,0,43440.0,6
28,1,14.0,2,18350.0,6
35,0,11.0,2,125613.0,6
36,2,2.0,0,78000.0,6
23,0,2.0,0,21324.0,9
36,0,20.0,0,140000.0,6
10,0,3.0,2,82488.0,6
23,2,7.0,0,88860.0,6
14,0,1.0,0,6720.0,6
27,0,6.0,0,48048.0,6
11,0,3.0,0,48804.0,6
35,0,11.0,0,98135.0,3
31,0,10.0,0,72912.0,0
36,0,16.0,0,245000.0,6
31,1,2.0,0,53028.0,2
6,0,7.0,0,53437.0,6
25,2,6.0,0,220450.0,6
10,0,1.0,0,38496.0,4
10,3,5.0,0,24744.0,3
14,0,8.0,2,16791.0,5
28,2,3.0,0,75000.0,6
36,1,3.0,0,65000.0,6
6,0,20.0,0,152677.0,6
36,0,2.0,0,100000.0,4
35,0,2.0,0,54956.0,6
6,0,2.0,0,55345.0,6
23,0,2.0,0,9624.0,6
31,0,2.0,0,59652.0,2
6,0,22.0,0,80155.0,6
24,0,0.5,0,2172.0,6
10,2,11.0,0,40101.0,9
14,0,4.0,0,9240.0,6
20,3,9.0,0,83868.0,3
35,0,25.0,0,112529.0,6
6,1,5.0,0,40100.0,5
36,3,5.0,0,117000.0,3
2,0,1.0,0,40101.0,6
4,0,6.0,0,14748.0,6
36,3,30.0,0,150000.0,6
23,0,12.0,0,15756.0,6
1,0,10.0,0,119674.0,6
23,0,8.0,0,36616.0,6
36,0,2.0,0,60000.0,4
4,3,6.0,0,6816.0,6
34,2,8.0,0,27492.0,6
22,2,8.0,0,104276.0,6
11,0,5.0,2,206250.0,0
28,2,15.0,0,44004.0,3
35,0,15.0,0,82434.0,5
3,0,5.0,0,43656.0,9
10,2,5.0,0,40101.0,6
14,0,2.0,0,1680.0,5
14,2,3.0,0,11894.0,6
11,2,10.0,0,77911.0,6
36,0,16.0,0,135000.0,6
36,0,5.0,0,135000.0,6
23,0,2.0,1,2076.0,6
14,0,5.0,0,9235.0,6
11,2,3.0,0,45830.0,0
14,0,6.0,0,5880.0,6
11,2,2.0,0,38220.0,6
11,2,3.0,0,68745.0,6
6,0,6.0,0,91606.0,6
11,0,5.0,0,48120.0,0
10,2,3.0,0,40674.0,6
36,1,3.0,0,75151.0,6
36,2,0.5,0,140000.0,6
4,2,15.0,0,63600.0,6
36,0,14.0,0,140000.0,6
11,0,7.0,0,17604.0,6
36,1,15.0,0,110000.0,5
1,0,11.0,0,102993.0,6
28,2,5.0,0,25668.0,6
20,3,2.0,0,51559.0,6
36,2,2.0,0,70000.0,9
1,0,0.5,0,52222.0,6
14,2,12.0,0,27986.0,6
23,3,7.0,0,59364.0,2
36,0,4.0,0,215000.0,6
25,2,4.0,0,35268.0,6
31,1,10.0,0,55680.0,6
14,0,2.0,0,5040.0,5
28,2,25.0,0,183336.0,6
11,0,14.0,1,40101.0,6
25,2,6.0,0,40080.0,5
35,2,0.5,0,70658.0,6
28,0,8.0,0,16500.0,6
25,1,1.0,0,14424.0,6
11,0,4.0,0,74474.0,6
14,0,3.0,0,5933.0,6
35,0,3.0,0,71966.0,9
14,0,7.0,0,6720.0,6
11,2,2.0,0,68745.0,6
36,3,34.0,0,168000.0,6
23,2,6.0,0,54792.0,6
6,0,10.0,0,122142.0,5
23,2,6.0,0,17580.0,5
32,2,5.0,0,90417.0,6
14,2,8.0,0,8396.0,6
7,1,24.0,0,27816.0,6
36,0,5.0,0,121397.0,5
23,2,6.0,0,55596.0,6
27,0,6.0,1,31224.0,6
36,0,11.0,0,100000.0,5
36,0,28.0,0,149000.0,6
28,0,7.0,0,13752.0,6
2,0,1.0,1,20208.0,6
6,3,10.0,0,53437.0,6
9,0,21.0,0,67368.0,6
36,0,20.0,0,104000.0,6
36,2,30.0,0,135000.0,5
31,2,3.0,0,46392.0,6
18,2,10.0,0,68745.0,6
14,0,14.0,0,29385.0,5
25,3,10.0,0,11220.0,6
36,1,4.0,0,60000.0,6
18,1,10.0,0,28644.0,6
4,0,1.0,0,8196.0,5
36,1,33.0,0,172000.0,6
29,0,0.5,0,45033.0,9
36,0,2.0,0,57000.0,9
36,0,6.0,0,140000.0,9
22,0,2.0,1,136512.0,6
36,0,15.0,0,135000.0,2
36,0,0.5,0,1050.0,4
36,0,15.0,0,135000.0,0
23,2,3.0,0,9660.0,9
36,1,6.0,0,105000.0,4
5,0,9.0,2,42120.0,6
14,0,1.0,0,4200.0,6
36,1,2.0,0,61340.0,10
36,1,29.0,0,95000.0,6
6,2,8.0,2,41986.0,4
36,0,23.0,0,130000.0,6
6,1,8.0,0,61071.0,6
11,0,7.0,0,61068.0,6
23,0,0.5,0,6540.0,6
33,0,2.0,0,6456.0,6
6,2,7.0,0,51910.0,6
23,0,2.0,0,4155.0,6
18,2,14.0,0,57287.0,6
36,2,3.0,1,30000.0,6
36,0,0.5,0,101600.0,4
36,0,5.0,0,150000.0,6
23,0,3.0,0,23892.0,6
32,0,17.0,0,110509.0,6
17,0,10.0,0,98964.0,3
25,2,9.0,2,80160.0,6
22,2,16.0,0,88871.0,6
35,1,2.0,0,55610.0,6
36,0,2.0,0,85000.0,5
24,0,6.0,0,12996.0,6
17,0,2.0,0,66804.0,6
25,1,3.0,0,30456.0,0
11,0,3.0,0,68745.0,6
2,0,2.0,1,20051.0,10
3,0,6.0,0,48018.0,6
20,0,12.0,2,137490.0,3
11,1,17.0,0,120304.0,6
14,0,10.0,0,18470.0,10
36,2,5.0,0,88000.0,5
7,1,1.0,0,16032.0,6
28,0,0.5,0,11004.0,0
14,0,19.0,0,117539.0,5
17,1,2.0,0,26388.0,6
30,2,4.0,0,54996.0,6
32,2,5.0,0,115533.0,5
11,1,2.0,0,51559.0,6
35,1,7.0,0,130847.0,6
25,0,2.0,1,14424.0,6
8,1,20.0,0,86544.0,6
1,0,2.0,0,47144.0,6
23,0,8.0,0,23256.0,6
36,2,22.0,0,130000.0,6
36,1,16.0,0,160000.0,6
32,0,5.0,0,125579.0,6
36,0,10.0,0,80000.0,9
10,0,2.0,0,54423.0,0
25,2,9.0,0,16032.0,5
14,0,1.0,2,4200.0,6
3,1,5.0,0,34368.0,2
36,1,7.0,0,105000.0,6
21,2,18.0,0,80695.0,5
20,0,11.0,1,54336.0,3
30,0,10.0,0,36664.0,6
36,0,5.0,0,94500.0,9
18,1,4.0,0,18564.0,6
34,2,4.0,2,25968.0,6
16,0,22.0,0,97389.0,6
11,1,34.0,2,137490.0,3
3,1,7.0,0,58236.0,6
36,0,4.0,0,105000.0,6
28,1,3.0,0,20172.0,5
11,2,7.0,0,41244.0,6
14,1,5.0,0,13853.0,6
11,0,8.0,0,54996.0,6
14,0,18.0,0,18191.0,6
36,0,30.0,2,240000.0,6
12,2,15.0,0,37810.0,6
11,2,8.0,0,82494.0,6
5,2,17.0,0,58272.0,6
19,0,5.0,0,21303.0,6
14,0,3.0,0,5597.0,5
32,1,5.0,0,95440.0,6
33,2,14.0,0,34560.0,6
14,0,6.0,0,50374.0,5
36,2,7.0,0,103000.0,6
32,3,3.0,0,84891.0,10
23,1,23.0,0,46116.0,6
4,2,10.0,0,10488.0,9
35,2,4.0,0,78508.0,6
14,2,8.0,0,16788.0,6
23,0,5.0,0,37356.0,6
35,0,34.0,0,117763.0,6
11,1,4.0,0,35748.0,6
17,1,3.0,0,29688.0,6
14,0,8.0,2,20989.0,0
17,0,2.0,0,143719.0,6
1,0,5.0,0,72530.0,5
23,0,5.0,0,13596.0,6
36,1,20.0,0,80000.0,9
14,0,2.0,0,19310.0,6
27,0,9.0,0,41244.0,6
36,0,3.0,0,73000.0,6
23,0,2.0,1,23184.0,6
25,0,6.0,0,54516.0,6
11,2,6.0,0,71036.0,6
30,0,8.0,0,41247.0,6
17,0,6.0,0,94020.0,6
35,0,5.0,0,52339.0,6
36,2,2.0,0,141500.0,4
36,1,42.0,0,89000.0,6
35,0,7.0,0,117763.0,5
6,0,2.0,0,48093.0,6
35,2,7.0,0,54956.0,6
11,2,9.0,0,74474.0,6
36,2,11.0,0,105000.0,6
36,0,2.0,0,56000.0,3
30,3,12.0,0,46976.0,6
14,0,6.0,2,9240.0,6
36,1,17.0,0,90000.0,6
7,2,13.0,2,32076.0,6
23,0,6.0,2,69420.0,5
7,3,8.0,0,21192.0,6
23,0,5.0,0,11376.0,8
23,0,5.0,0,18288.0,6
26,1,1.0,0,20628.0,6
33,0,3.0,0,9216.0,6
14,0,3.0,0,4704.0,3
27,2,2.0,0,31812.0,6
21,0,1.0,0,65521.0,6
36,1,4.0,0,97000.0,3
23,0,4.0,0,11712.0,9
11,2,12.0,0,67368.0,3
36,0,10.0,0,240000.0,6
11,2,4.0,0,54996.0,6
36,0,0.5,0,79000.0,4
17,1,2.0,1,39588.0,6
35,0,10.0,0,65424.0,6
8,3,2.0,2,13752.0,9
13,1,17.0,0,39840.0,8
14,2,1.0,1,2520.0,10
4,1,5.0,0,14748.0,5
10,3,10.0,0,85931.0,3
36,0,14.0,0,95000.0,6
36,0,6.0,0,95000.0,6
36,2,4.0,0,250000.0,6
6,0,5.0,0,61071.0,6
14,2,1.0,0,2799.0,6
36,0,3.0,0,105000.0,3
11,1,2.0,1,6192.0,6
3,1,5.0,0,61872.0,6
36,0,0.5,0,66750.0,6
18,3,3.0,0,21996.0,3
35,1,2.0,0,15696.0,6
6,2,6.0,0,76339.0,5
1,0,2.0,0,58024.0,5
18,2,2.0,0,21996.0,5
35,1,8.0,2,114500.0,8
36,0,4.0,0,68000.0,6
1,2,16.0,0,58024.0,5
36,0,5.0,0,95000.0,6
11,2,16.0,0,120304.0,6
2,2,9.0,0,68745.0,6
29,0,5.0,0,18012.0,8
19,0,10.0,0,128000.0,6
25,1,0.5,1,4812.0,10
36,1,2.0,0,63850.0,6
31,2,8.0,0,68928.0,6
3,0,0.5,0,30252.0,6
14,0,2.0,0,4828.0,6
27,1,11.0,0,12372.0,6
1,0,2.0,0,63826.0,5
10,2,0.5,0,74748.0,6
36,2,1.0,0,70000.0,6
36,0,19.0,0,150000.0,3
36,0,4.0,0,200000.0,5
10,2,2.0,0,34372.0,6
4,0,25.0,0,98352.0,5
14,0,4.0,0,8200.0,6
30,2,10.0,0,34372.0,6
6,1,4.0,0,44967.0,6
22,0,8.0,0,71334.0,6
36,2,12.0,0,160000.0,5
1,0,15.0,0,123301.0,6
6,0,2.0,0,57254.0,6
36,1,3.0,0,115000.0,9
30,0,3.0,0,24061.0,6
33,0,8.0,0,8760.0,0
4,0,5.0,0,21312.0,6
34,0,1.0,1,6250.0,6
33,1,25.0,0,55296.0,6
36,2,4.0,0,85000.0,6
36,1,3.0,0,53000.0,6
10,2,8.0,0,60725.0,6
8,3,5.0,0,85812.0,3
25,1,6.0,0,54516.0,6
27,2,3.0,0,10116.0,10
23,0,8.0,0,14340.0,3
36,0,1.0,0,70000.0,9
36,1,30.0,0,125000.0,6
30,1,19.0,0,54996.0,6
14,0,4.0,0,15392.0,6
23,2,0.5,0,54058.0,5
23,2,10.0,0,24000.0,10
10,2,1.0,0,16499.0,6
23,0,7.0,0,39264.0,6
11,2,5.0,0,57287.0,5
26,2,13.0,0,38955.0,6
35,0,4.0,0,44488.0,6
36,2,3.0,0,110000.0,6
6,1,7.0,0,209931.0,6
36,0,11.0,0,177000.0,6
23,2,9.0,0,37152.0,6
35,0,1.0,2,15696.0,4
11,1,13.0,0,68745.0,6
36,2,0.5,0,135000.0,6
35,2,5.0,0,117763.0,5
11,0,3.0,0,63016.0,6
36,0,7.0,0,110000.0,6
11,2,18.0,0,91660.0,9
23,0,1.0,0,11028.0,6
36,0,3.0,0,90000.0,6
36,1,17.0,0,125000.0,5
11,3,9.0,0,108846.0,6
15,2,8.0,0,14256.0,6
14,0,0.5,0,9744.0,6
23,0,3.0,0,74052.0,6
23,2,3.0,0,23220.0,9
23,0,3.0,0,29500.0,6
14,0,9.0,0,34982.0,6
23,0,0.5,0,7644.0,6
36,0,10.0,0,85000.0,9
23,1,0.5,0,21444.0,8
35,0,18.0,2,157017.0,6
24,1,17.0,0,14304.0,6
35,0,18.0,0,104678.0,6
36,0,4.0,0,60000.0,6
11,0,4.0,0,57287.0,6
34,2,19.0,0,64920.0,6
15,1,8.0,0,3420.0,6
25,0,10.0,2,38472.0,9
36,0,20.0,0,80000.0,6
34,0,5.0,0,30300.0,5
36,0,10.0,0,108000.0,6
23,2,3.0,0,8088.0,5
22,2,3.0,0,68727.0,6
11,0,2.0,1,21750.0,6
36,0,6.0,0,148000.0,6
36,0,8.0,0,155000.0,0
36,0,3.0,0,80000.0,6
6,1,5.0,2,38150.0,10
6,2,7.0,0,45803.0,6
36,1,24.0,2,180000.0,6
35,0,4.0,0,71966.0,6
23,0,0.5,1,4850.0,6
36,2,3.0,0,125000.0,6
36,1,7.0,0,200000.0,6
6,0,17.0,2,87789.0,6
9,2,4.0,0,49500.0,5
36,2,6.0,0,110000.0,9
36,1,0.5,0,62000.0,6
36,0,5.0,0,130000.0,6
11,0,3.0,0,48120.0,6
11,2,2.0,0,57287.0,6
36,0,3.0,0,70000.0,6
18,1,2.0,0,22915.0,10
36,0,13.0,0,128000.0,5
6,0,9.0,0,91606.0,6
14,1,7.0,0,9156.0,9
17,0,16.0,0,112164.0,6
15,0,7.0,0,2280.0,6
11,2,9.0,0,63016.0,6
4,1,17.0,0,36060.0,6
10,2,4.0,0,57287.0,6
3,2,2.0,0,22956.0,6
14,0,5.0,2,19590.0,10
23,3,12.0,0,30252.0,6
28,0,8.0,2,36672.0,6
36,2,24.0,0,165000.0,6
23,0,9.0,0,24411.0,6
36,0,12.0,0,200000.0,6
35,0,4.0,0,4580.0,6
36,0,3.0,0,100000.0,6
25,2,12.0,0,74474.0,6
10,2,3.0,0,13752.0,10
36,1,13.0,0,62400.0,6
36,1,15.0,2,160000.0,6
36,0,1.0,0,147000.0,4
25,2,10.0,0,38472.0,6
11,3,4.0,1,74474.0,5
24,0,4.0,0,60672.0,6
11,2,6.0,0,68745.0,6
36,0,1.0,0,41000.0,4
26,2,16.0,0,17184.0,5
36,0,12.0,2,80000.0,6
11,1,5.0,0,51564.0,0
26,2,8.0,0,51559.0,6
14,0,2.0,0,3526.0,9
36,0,8.0,0,96000.0,6
33,0,13.0,0,20736.0,6
18,0,27.0,0,51559.0,6
23,0,3.0,0,4752.0,6
14,0,1.0,0,3024.0,6
23,0,3.0,0,8256.0,6
23,0,1.0,0,7116.0,9
11,2,13.0,0,96243.0,6
12,1,0.5,0,18288.0,6
4,0,12.0,0,36881.0,5
36,0,7.0,0,135000.0,6
13,0,6.0,0,26844.0,6
23,0,2.0,0,17820.0,6
11,2,8.0,0,80202.0,6
32,0,0.5,1,17484.0,6
35,2,10.0,0,85051.0,6
23,0,6.0,1,26400.0,6
12,2,16.0,0,27492.0,6
36,1,3.0,0,85000.0,4
3,3,3.0,0,39876.0,3
36,2,4.0,0,120000.0,6
23,2,14.0,0,37044.0,6
35,2,4.0,0,60844.0,6
36,0,2.0,0,73000.0,9
35,0,14.0,2,222440.0,6
11,0,2.0,0,27492.0,9
18,2,10.0,0,37810.0,6
8,1,3.0,0,57084.0,6
18,2,5.0,0,26352.0,2
23,1,2.0,2,14760.0,10
20,0,5.0,0,50321.0,6
36,3,13.0,0,168000.0,3
25,2,18.0,2,64128.0,6
9,0,3.0,1,20628.0,6
36,0,3.0,0,70000.0,6
36,0,6.0,1,80000.0,6
36,0,7.0,0,50000.0,9
36,0,2.0,0,101500.0,0
36,0,4.0,0,140600.0,6
31,3,13.0,0,72912.0,6
35,2,4.0,0,58881.0,5
19,1,9.0,0,15706.0,10
23,0,7.0,0,75468.0,6
36,0,20.0,0,100000.0,2
36,0,3.0,0,100000.0,6
35,0,2.0,0,54956.0,3
23,0,6.0,0,4206.0,6
14,0,14.0,0,34982.0,5
36,0,34.0,0,122382.0,0
23,0,9.0,0,4500.0,6
36,2,19.0,0,140000.0,5
36,0,3.0,0,95000.0,5
2,2,10.0,0,98534.0,6
15,2,1.0,0,8556.0,5
36,0,11.0,0,85000.0,6
11,0,5.0,1,14844.0,6
11,2,22.0,0,80202.0,6
23,2,9.0,2,54996.0,6
36,0,5.0,0,83000.0,6
33,0,2.0,0,18432.0,6
14,2,5.0,0,8732.0,6
21,1,23.0,0,103455.0,3
14,2,13.0,0,19476.0,6
18,0,5.0,0,24427.0,6
18,1,1.0,0,18564.0,9
36,0,2.0,0,70000.0,6
36,0,5.0,0,25000.0,2
36,0,13.0,0,92500.0,6
23,2,6.0,2,19248.0,3
30,1,1.0,0,13056.0,6
36,1,2.0,0,65000.0,0
10,0,24.0,2,78500.0,6
36,0,10.0,0,140000.0,6
36,0,7.0,0,83000.0,6
36,3,5.0,0,150000.0,3
19,0,7.0,0,24288.0,10
30,2,13.0,2,68745.0,6
22,2,21.0,0,118495.0,6
11,2,3.0,0,80202.0,6
36,1,15.0,0,150000.0,6
36,1,10.0,0,170000.0,6
3,2,13.0,0,31620.0,6
28,0,5.0,0,14664.0,6
36,2,30.0,0,150000.0,6
6,0,7.0,0,53437.0,6
4,0,2.0,0,11472.0,9
30,3,23.0,0,68745.0,5
14,0,1.0,0,4618.0,6
15,1,1.0,0,5950.0,6
36,0,3.0,0,130000.0,2
31,2,19.0,0,63624.0,6
30,3,4.0,0,29789.0,6
36,0,16.0,0,70000.0,10
35,1,2.0,0,34020.0,9
23,0,5.0,0,23304.0,9
5,2,3.0,0,25272.0,10
1,0,25.0,2,72530.0,6
6,0,12.0,0,118325.0,6
14,0,0.5,0,8676.0,6
36,0,8.0,0,106000.0,4
4,1,2.0,0,15732.0,6
35,1,0.5,0,19235.0,6
24,0,3.0,0,4332.0,6
23,0,5.0,0,63930.0,6
36,0,0.5,0,48000.0,6
4,2,15.0,0,36060.0,6
14,0,7.0,0,19590.0,6
20,1,6.0,0,85931.0,6
36,0,12.0,0,142000.0,5
11,1,20.0,2,13752.0,2
12,0,2.0,0,21996.0,6
35,1,24.0,2,98150.0,6
1,2,15.0,2,108795.0,5
36,0,3.0,0,130000.0,6
20,0,6.0,0,53850.0,5
36,0,3.0,0,40000.0,2
10,2,2.0,0,41247.0,6
14,0,14.0,0,50374.0,5
36,2,15.0,0,190000.0,6
6,0,8.0,0,64124.0,6
1,2,10.0,0,72530.0,6
33,0,6.0,0,46080.0,6
27,2,18.0,0,58836.0,5
23,0,11.0,0,20184.0,6
36,0,15.0,0,112000.0,6
23,1,22.0,0,68748.0,6
36,0,15.0,0,123000.0,9
36,0,3.0,0,90000.0,9
6,0,16.0,0,57254.0,6
36,1,9.0,0,121000.0,6
36,1,40.0,0,160000.0,6
25,0,7.0,0,22764.0,6
11,0,7.0,0,42480.0,6
19,0,11.0,2,48000.0,6
31,1,17.0,0,35796.0,6
11,1,10.0,0,46381.0,3
28,2,8.0,0,67836.0,6
24,0,3.0,0,6936.0,6
10,2,10.0,0,45372.0,3
29,2,10.0,0,72048.0,6
11,1,3.0,0,32316.0,9
4,1,2.0,0,13572.0,9
23,1,17.0,0,34368.0,6
11,0,3.0,0,57287.0,10
36,2,2.0,0,95000.0,6
36,0,1.0,0,60000.0,6
4,0,8.0,0,16392.0,6
36,0,4.0,0,90000.0,6
36,0,3.0,0,95000.0,6
4,0,2.0,0,23604.0,5
24,0,0.5,0,5580.0,6
36,1,19.0,0,135000.0,6
36,1,0.5,0,65004.0,0
23,3,3.0,0,18348.0,6
22,0,4.0,0,77022.0,6
23,0,2.0,0,4236.0,6
24,0,8.0,0,13068.0,6
36,2,2.0,0,110000.0,6
14,0,5.0,0,10914.0,5
23,0,9.0,0,71090.0,6
23,0,4.0,0,53316.0,6
35,2,3.0,0,41871.0,5
2,2,11.0,0,66000.0,6
23,0,3.0,0,26688.0,10
36,0,3.0,0,60000.0,6
35,0,0.5,1,37291.0,2
14,0,21.0,0,6996.0,9
23,0,2.0,0,35076.0,6
11,0,14.0,0,67599.0,6
36,0,10.0,0,150000.0,6
36,2,15.0,0,139000.0,6
25,2,7.0,0,36876.0,5
20,2,0.5,0,42393.0,3
36,0,3.0,0,100000.0,3
30,0,10.0,0,68041.0,6
18,1,24.0,0,61870.0,6
36,0,7.0,0,145000.0,10
36,0,22.0,0,156000.0,0
14,2,8.0,0,23788.0,6
16,2,7.0,0,37237.0,2
35,2,5.0,0,78508.0,6
36,0,2.0,0,85000.0,6
34,2,2.0,0,9084.0,9
36,0,7.0,0,101000.0,0
36,1,6.0,0,107000.0,6
25,0,1.0,1,10908.0,6
11,2,8.0,0,99909.0,6
36,1,2.0,0,70000.0,8
30,0,4.0,0,43538.0,5
28,1,2.0,0,11916.0,9
23,0,3.0,0,42696.0,3
10,3,12.0,2,103100.0,6
14,0,4.0,0,6000.0,6
18,3,10.0,0,51559.0,6
10,3,6.0,0,41476.0,6
34,2,7.0,0,69252.0,5
11,2,8.0,0,75619.0,6
35,0,10.0,0,69349.0,6
7,1,3.0,0,29400.0,6
35,0,26.0,0,65424.0,6
35,0,5.0,2,130850.0,6
6,1,0.5,0,32062.0,6
11,0,19.0,0,206235.0,3
24,2,18.0,0,17340.0,6
10,2,12.0,0,63016.0,6
14,1,2.0,0,10019.0,6
35,0,16.0,2,104678.0,6
36,0,16.0,0,100000.0,6
23,2,10.0,0,34368.0,9
7,3,4.0,0,21384.0,3
35,0,2.0,0,32712.0,9
18,1,2.0,1,5496.0,6
36,0,5.0,0,62000.0,2
23,0,1.0,2,30588.0,10
36,0,3.0,0,92000.0,3
12,0,1.0,0,11457.0,6
23,0,5.0,0,28500.0,6
1,0,22.0,0,90662.0,6
25,0,10.0,0,35268.0,6
20,2,8.0,0,96243.0,5
31,2,23.0,0,66276.0,5
17,1,20.0,0,48492.0,6
14,0,3.0,0,5880.0,6
19,2,4.0,2,12564.0,6
14,0,2.0,0,12594.0,6
26,2,13.0,0,48121.0,6
23,0,13.0,0,16680.0,6
6,1,10.0,0,42000.0,6
36,0,6.0,0,94000.0,6
23,0,4.0,0,9312.0,6
11,2,12.0,0,74474.0,6
35,0,10.0,0,52339.0,6
36,0,10.0,0,205000.0,6
10,2,4.0,0,60725.0,6
14,2,0.5,0,6996.0,6
9,0,0.5,0,33000.0,6
0,0,2.0,0,9684.0,9
18,1,4.0,0,31508.0,8
2,1,4.0,0,57287.0,0
23,1,3.0,0,7428.0,6
20,2,0.5,0,42966.0,9
36,2,14.0,0,132000.0,6
31,1,3.0,0,48384.0,10
33,2,6.0,0,54000.0,10
36,0,18.0,0,90000.0,1
14,0,3.0,0,5877.0,6
32,2,7.0,0,108504.0,6
36,1,7.0,0,80000.0,10
14,0,3.0,0,4198.0,5
36,1,5.0,0,95040.0,6
14,2,6.0,0,13293.0,6
34,2,7.0,0,69252.0,6
11,2,8.0,0,50868.0,2
30,0,4.0,0,26352.0,6
30,2,6.0,0,68748.0,6
13,1,5.0,0,21648.0,6
25,2,10.0,0,72144.0,3
